session_id,customer_id,started_at,duration_seconds,end_reason,device_type
sess_00003724,cust_002027,2026-02-26 20:34:25,895,timeout,desktop
sess_00003725,,2026-02-26 22:04:19,584,no_activity,desktop
sess_00003726,cust_002132,2026-02-26 17:39:14,436,no_activity,desktop
sess_00003727,cust_000573,2026-02-26 22:37:41,1359,no_activity,mobile
sess_00003728,cust_001358,2026-02-26 10:11:44,96,timeout,mobile
sess_00003729,,2026-02-26 10:50:44,129,timeout,mobile
sess_00003730,cust_002577,2026-02-26 16:54:01,303,timeout,desktop
sess_00003731,cust_002338,2026-02-26 14:18:39,12,no_activity,mobile
sess_00003732,,2026-02-26 09:12:47,73,no_activity,desktop
sess_00003733,cust_001463,2026-02-26 14:28:20,174,no_activity,mobile
sess_00003734,,2026-02-26 10:24:34,1716,no_activity,desktop
sess_00003735,,2026-02-26 08:52:23,506,no_activity,desktop
sess_00003736,,2026-02-26 22:55:31,427,no_activity,desktop
sess_00003737,,2026-02-27 10:06:24,17,no_activity,mobile
sess_00003738,cust_002877,2026-02-27 16:16:23,986,no_activity,desktop
sess_00003739,cust_001993,2026-02-27 09:07:08,17,no_activity,desktop
sess_00003740,cust_001645,2026-02-27 14:44:58,175,no_activity,tablet
sess_00003741,,2026-02-27 08:25:00,112,timeout,mobile
sess_00003742,,2026-02-27 12:35:59,552,logout,mobile
sess_00003743,cust_001810,2026-02-27 16:52:18,317,timeout,desktop
sess_00003744,cust_001130,2026-02-27 15:38:28,263,no_activity,desktop
sess_00003745,,2026-02-27 12:01:35,15,no_activity,mobile
sess_00003746,,2026-02-27 13:11:18,30,no_activity,mobile
sess_00003747,cust_002594,2026-02-27 18:46:03,3847,no_activity,desktop
sess_00003748,cust_000825,2026-02-27 01:51:57,81,no_activity,mobile
sess_00003749,cust_000328,2026-02-27 18:58:29,141,no_activity,desktop
sess_00003750,,2026-02-27 15:35:25,718,no_activity,mobile
sess_00003751,cust_001093,2026-02-27 14:41:30,726,no_activity,desktop
sess_00003752,,2026-02-27 23:31:54,877,no_activity,tablet
sess_00003753,,2026-02-27 20:26:36,95,no_activity,desktop
sess_00003754,cust_002911,2026-02-27 11:00:05,440,no_activity,desktop
sess_00003755,,2026-02-27 17:59:35,108,timeout,desktop
sess_00003756,cust_000383,2026-02-27 20:19:27,965,no_activity,desktop
sess_00003757,,2026-02-27 13:38:51,8,no_activity,desktop
sess_00003758,cust_000760,2026-02-27 21:46:21,473,no_activity,mobile
sess_00003759,cust_002310,2026-02-27 09:10:04,1678,no_activity,mobile
sess_00003760,,2026-02-27 16:04:10,163,no_activity,desktop
sess_00003761,,2026-02-27 18:15:09,481,no_activity,desktop
sess_00003762,cust_000565,2026-02-27 14:44:24,520,no_activity,desktop
sess_00003763,cust_001676,2026-02-27 08:48:56,561,timeout,mobile
sess_00003764,,2026-02-27 12:12:01,334,no_activity,desktop
sess_00003765,cust_001064,2026-02-27 11:30:47,2047,no_activity,desktop
sess_00003766,cust_001765,2026-02-27 17:31:55,1792,no_activity,desktop
sess_00003767,,2026-02-27 14:31:02,26,no_activity,desktop
sess_00003768,,2026-02-27 12:18:40,617,no_activity,desktop
sess_00003769,,2026-02-27 12:18:56,18,no_activity,desktop
sess_00003770,,2026-02-27 09:11:22,1617,timeout,desktop
sess_00003771,cust_002540,2026-02-27 21:49:15,29,no_activity,mobile
sess_00003772,,2026-02-27 23:46:11,13,no_activity,mobile
sess_00003773,cust_002020,2026-02-27 13:07:08,598,no_activity,desktop
sess_00003774,cust_002842,2026-02-27 15:31:44,21,no_activity,mobile
sess_00003775,,2026-02-27 18:19:15,1,no_activity,desktop
sess_00003776,,2026-02-27 18:36:05,26,no_activity,mobile
sess_00003777,,2026-02-27 15:04:41,168,no_activity,tablet
sess_00003778,cust_002293,2026-02-27 19:17:52,652,timeout,desktop
sess_00003779,cust_002665,2026-02-27 08:03:06,5,no_activity,mobile
sess_00003780,cust_002758,2026-02-27 19:42:12,81,no_activity,mobile
sess_00003781,,2026-02-27 13:11:59,1147,no_activity,desktop
sess_00003782,,2026-02-27 10:20:42,602,no_activity,mobile
sess_00003783,cust_001871,2026-02-27 16:15:10,430,timeout,mobile
sess_00003784,,2026-02-27 11:09:09,347,timeout,mobile
sess_00003785,cust_000489,2026-02-27 16:51:27,374,logout,mobile
sess_00003786,,2026-02-27 09:58:31,138,no_activity,mobile
sess_00003787,,2026-02-27 09:31:55,312,timeout,desktop
sess_00003788,cust_000329,2026-02-27 17:02:11,211,no_activity,mobile
sess_00003789,cust_001829,2026-02-27 18:40:49,26,no_activity,mobile
sess_00003790,cust_001836,2026-02-27 15:07:34,158,no_activity,desktop
sess_00003791,cust_001605,2026-02-27 13:50:35,110,no_activity,mobile
sess_00003792,,2026-02-27 14:47:47,899,no_activity,desktop
sess_00003793,,2026-02-27 06:10:20,985,no_activity,desktop
sess_00003794,cust_002305,2026-02-27 11:04:24,929,no_activity,desktop
sess_00003795,,2026-02-27 20:16:03,2698,no_activity,mobile
sess_00003796,cust_001909,2026-02-27 04:56:52,340,no_activity,desktop
sess_00003797,cust_001932,2026-02-27 19:45:27,414,no_activity,desktop
sess_00003798,cust_000451,2026-02-27 17:32:03,285,no_activity,desktop
sess_00003799,cust_001084,2026-02-27 17:05:09,590,no_activity,desktop
sess_00003800,,2026-02-27 16:13:37,2154,timeout,mobile
sess_00003801,,2026-02-27 08:13:37,233,no_activity,mobile
sess_00003802,,2026-02-27 13:42:11,1483,no_activity,desktop
sess_00003803,,2026-02-27 21:48:31,412,no_activity,mobile
sess_00003804,cust_002514,2026-02-27 15:29:49,293,no_activity,tablet
sess_00003805,,2026-02-27 12:20:32,1,no_activity,mobile
sess_00003806,cust_002178,2026-02-27 13:05:33,25,no_activity,mobile
sess_00003807,cust_001421,2026-02-27 13:12:46,13,no_activity,mobile
sess_00003808,,2026-02-28 20:03:05,7,no_activity,desktop
sess_00003809,cust_001227,2026-02-28 08:38:21,594,no_activity,mobile
sess_00003810,,2026-02-28 20:52:35,154,no_activity,desktop
sess_00003811,cust_002593,2026-02-28 12:20:44,3,no_activity,desktop
sess_00003812,,2026-02-28 14:23:18,498,no_activity,desktop
sess_00003813,,2026-02-28 22:58:26,1027,no_activity,desktop
sess_00003814,,2026-02-28 15:51:58,29,no_activity,tablet
sess_00003815,cust_002009,2026-02-28 18:44:34,166,timeout,tablet
sess_00003816,,2026-02-28 08:37:43,1046,no_activity,desktop
sess_00003817,,2026-02-28 11:06:39,333,no_activity,desktop
sess_00003818,,2026-02-28 16:02:37,6,no_activity,tablet
sess_00003819,cust_000951,2026-02-28 19:55:46,570,timeout,desktop
sess_00003820,,2026-02-28 11:52:25,154,no_activity,mobile
sess_00003821,cust_000997,2026-02-28 18:20:35,2088,timeout,desktop
sess_00003822,cust_000430,2026-02-28 21:36:18,76,no_activity,mobile
sess_00003823,cust_002650,2026-02-28 09:26:04,1116,no_activity,desktop
sess_00003824,,2026-02-28 10:41:49,141,logout,tablet
sess_00003825,,2026-02-28 11:36:24,1125,timeout,mobile
sess_00003826,,2026-02-28 20:13:21,1136,no_activity,desktop
sess_00003827,,2026-02-28 15:02:31,212,logout,mobile
sess_00003828,,2026-02-28 15:26:20,159,timeout,mobile
sess_00003829,cust_001219,2026-02-28 16:17:18,625,logout,mobile
sess_00003830,cust_000027,2026-02-28 10:30:15,908,timeout,mobile
sess_00003831,,2026-02-28 17:20:39,435,timeout,desktop
sess_00003832,,2026-02-28 13:02:56,65,no_activity,desktop
sess_00003833,,2026-02-28 21:09:52,417,no_activity,desktop
sess_00003834,,2026-02-28 12:01:59,592,no_activity,desktop
sess_00003835,,2026-02-28 18:22:52,115,timeout,mobile
sess_00003836,cust_001106,2026-02-28 07:32:27,326,no_activity,mobile
sess_00003837,,2026-02-28 10:03:31,540,no_activity,desktop
sess_00003838,,2026-02-28 14:14:36,570,no_activity,mobile
sess_00003839,,2026-02-28 18:36:21,354,timeout,desktop
sess_00003840,,2026-02-28 20:49:45,500,no_activity,mobile
sess_00003841,,2026-02-28 19:27:02,12,no_activity,desktop
sess_00003842,cust_002014,2026-02-28 12:33:32,417,no_activity,desktop
sess_00003843,,2026-02-28 15:14:37,2018,no_activity,mobile
sess_00003844,cust_002997,2026-02-28 16:59:59,3,no_activity,mobile
sess_00003845,,2026-02-28 20:57:42,114,no_activity,desktop
sess_00003846,cust_002180,2026-02-28 11:39:28,343,logout,mobile
sess_00003847,cust_001692,2026-02-28 08:02:23,1200,no_activity,mobile
sess_00003848,,2026-02-28 16:24:09,24,no_activity,desktop
sess_00003849,cust_000542,2026-02-28 09:34:57,12,no_activity,mobile
sess_00003850,cust_001201,2026-02-28 10:38:17,58,no_activity,desktop
sess_00003851,cust_002488,2026-02-28 10:19:23,10,no_activity,mobile
sess_00003852,cust_001827,2026-02-28 20:48:16,15,no_activity,desktop
sess_00003853,cust_000420,2026-02-28 15:58:58,420,timeout,tablet
sess_00003854,,2026-02-28 12:10:06,87,timeout,mobile
sess_00003855,cust_001579,2026-02-28 15:38:31,15,no_activity,desktop
sess_00003856,cust_001100,2026-02-28 11:54:39,13,no_activity,desktop
sess_00003857,,2026-02-28 19:24:43,148,no_activity,mobile
sess_00003858,cust_002990,2026-02-28 11:26:13,381,logout,tablet
sess_00003859,,2026-02-28 11:15:22,1809,no_activity,desktop
sess_00003860,cust_000338,2026-02-28 07:51:51,192,no_activity,mobile
sess_00003861,,2026-02-28 07:28:56,197,no_activity,mobile
sess_00003862,,2026-02-28 19:12:29,890,timeout,mobile
sess_00003863,,2026-02-28 20:13:04,840,no_activity,mobile
sess_00003864,,2026-02-28 07:42:08,675,no_activity,desktop
sess_00003865,,2026-02-28 13:23:02,143,timeout,desktop
sess_00003866,,2026-02-28 19:07:16,373,no_activity,mobile
sess_00003867,cust_002251,2026-02-28 18:06:43,826,timeout,desktop
sess_00003868,cust_001832,2026-02-28 20:44:04,238,no_activity,desktop
sess_00003869,,2026-02-28 20:35:36,238,no_activity,desktop
sess_00003870,,2026-02-28 07:49:45,472,timeout,mobile
sess_00003871,cust_002967,2026-02-28 15:49:22,1276,logout,tablet
sess_00003872,,2026-02-28 11:46:52,454,logout,mobile
sess_00003873,cust_001945,2026-02-28 18:21:06,78,no_activity,desktop
sess_00003874,cust_001457,2026-02-28 15:47:40,308,no_activity,desktop
sess_00003875,,2026-02-28 19:42:02,9,no_activity,mobile
sess_00003876,,2026-02-28 08:40:44,138,no_activity,mobile
sess_00003877,,2026-02-28 20:07:33,228,no_activity,desktop
sess_00003878,cust_001846,2026-02-28 14:51:30,637,timeout,mobile
sess_00003879,,2026-02-28 21:41:22,193,timeout,desktop
sess_00003880,,2026-02-28 21:48:24,110,timeout,desktop
sess_00003881,,2026-02-28 13:58:43,26,no_activity,desktop
sess_00003882,,2026-02-28 13:36:43,144,no_activity,mobile
sess_00003883,cust_000693,2026-02-28 18:39:11,29,no_activity,mobile
sess_00003884,cust_001985,2026-02-28 10:23:20,887,logout,mobile
sess_00003885,cust_000275,2026-02-28 20:59:31,24,no_activity,desktop
sess_00003886,cust_001739,2026-03-01 16:16:51,190,timeout,mobile
sess_00003887,,2026-03-01 17:24:39,160,no_activity,desktop
sess_00003888,,2026-03-01 11:13:37,159,no_activity,desktop
sess_00003889,,2026-03-01 22:37:30,896,timeout,desktop
sess_00003890,,2026-03-01 20:48:42,814,no_activity,desktop
sess_00003891,cust_001139,2026-03-01 14:08:04,1553,no_activity,desktop
sess_00003892,cust_002926,2026-03-01 20:23:25,140,no_activity,desktop
sess_00003893,,2026-03-01 13:00:24,15,no_activity,desktop
sess_00003894,cust_001254,2026-03-01 09:38:09,741,no_activity,mobile
sess_00003895,,2026-03-01 18:24:53,394,timeout,desktop
sess_00003896,,2026-03-01 23:01:50,29,no_activity,mobile
sess_00003897,,2026-03-01 10:58:17,48,no_activity,mobile
sess_00003898,cust_002332,2026-03-01 08:54:08,3,no_activity,desktop
sess_00003899,,2026-03-01 10:43:10,232,no_activity,mobile
sess_00003900,cust_002116,2026-03-01 12:57:20,804,no_activity,mobile
sess_00003901,,2026-03-01 20:48:18,10,no_activity,desktop
sess_00003902,cust_000714,2026-03-01 13:03:18,2034,logout,mobile
sess_00003903,cust_000650,2026-03-01 09:10:26,112,no_activity,mobile
sess_00003904,,2026-03-01 08:28:28,63,timeout,desktop
sess_00003905,cust_001426,2026-03-01 17:03:36,2154,no_activity,desktop
sess_00003906,,2026-03-01 11:54:30,1169,no_activity,mobile
sess_00003907,,2026-03-01 14:07:40,504,no_activity,mobile
sess_00003908,cust_002228,2026-03-01 15:04:36,435,no_activity,desktop
sess_00003909,cust_001739,2026-03-01 08:22:25,204,no_activity,desktop
sess_00003910,cust_000327,2026-03-01 14:06:59,1070,no_activity,mobile
sess_00003911,,2026-03-01 13:11:58,43,logout,tablet
sess_00003912,cust_001678,2026-03-01 18:29:01,433,no_activity,mobile
sess_00003913,,2026-03-01 12:58:00,926,timeout,tablet
sess_00003914,,2026-03-01 11:11:24,348,no_activity,mobile
sess_00003915,,2026-03-01 13:50:48,466,no_activity,mobile
sess_00003916,,2026-03-01 22:59:33,87,no_activity,mobile
sess_00003917,cust_001359,2026-03-01 16:25:49,1590,no_activity,desktop
sess_00003918,cust_002668,2026-03-01 17:51:05,1357,timeout,mobile
sess_00003919,,2026-03-01 13:54:06,93,no_activity,mobile
sess_00003920,,2026-03-01 07:13:26,90,timeout,tablet
sess_00003921,,2026-03-01 16:59:31,169,no_activity,desktop
sess_00003922,cust_001175,2026-03-01 07:46:46,28,no_activity,desktop
sess_00003923,cust_000152,2026-03-01 07:33:37,651,no_activity,desktop
sess_00003924,cust_000047,2026-03-01 13:50:17,3,no_activity,mobile
sess_00003925,,2026-03-01 08:34:50,471,no_activity,desktop
sess_00003926,cust_000702,2026-03-01 15:10:04,62,no_activity,desktop
sess_00003927,cust_001122,2026-03-01 18:08:57,553,no_activity,desktop
sess_00003928,,2026-03-01 18:54:38,997,no_activity,desktop
sess_00003929,cust_001262,2026-03-01 08:57:35,265,timeout,desktop
sess_00003930,,2026-03-01 16:32:32,434,logout,desktop
sess_00003931,cust_002693,2026-03-01 21:48:20,12,no_activity,mobile
sess_00003932,,2026-03-01 13:02:28,108,no_activity,mobile
sess_00003933,,2026-03-01 17:40:45,383,no_activity,desktop
sess_00003934,,2026-03-01 07:39:45,266,no_activity,desktop
sess_00003935,,2026-03-01 10:12:04,421,no_activity,mobile
sess_00003936,cust_002995,2026-03-01 12:49:26,865,no_activity,mobile
sess_00003937,cust_000023,2026-03-01 09:42:28,283,timeout,mobile
sess_00003938,cust_000891,2026-03-01 06:08:32,391,no_activity,mobile
sess_00003939,,2026-03-01 19:47:34,395,no_activity,tablet
sess_00003940,cust_001182,2026-03-01 16:25:22,10,no_activity,mobile
sess_00003941,,2026-03-01 12:44:53,388,no_activity,mobile
sess_00003942,,2026-03-01 22:56:03,446,no_activity,desktop
sess_00003943,,2026-03-01 08:23:44,774,timeout,desktop
sess_00003944,cust_001342,2026-03-01 16:36:13,2282,no_activity,desktop
sess_00003945,,2026-03-01 10:26:11,240,timeout,mobile
sess_00003946,cust_002167,2026-03-01 23:29:44,491,no_activity,desktop
sess_00003947,,2026-03-01 20:08:47,17,no_activity,desktop
sess_00003948,cust_002292,2026-03-01 21:43:47,30,no_activity,mobile
sess_00003949,cust_001925,2026-03-01 20:44:47,3546,timeout,desktop
sess_00003950,cust_002660,2026-03-01 06:57:18,1815,no_activity,desktop
sess_00003951,cust_002644,2026-03-01 06:37:47,523,logout,desktop
sess_00003952,cust_001068,2026-03-01 12:15:19,1080,no_activity,desktop
sess_00003953,cust_001495,2026-03-01 22:30:34,748,no_activity,mobile
sess_00003954,cust_000040,2026-03-01 19:22:44,9,no_activity,desktop
sess_00003955,cust_000934,2026-03-01 11:41:52,238,no_activity,mobile
sess_00003956,,2026-03-01 15:22:58,769,no_activity,desktop
sess_00003957,cust_002659,2026-03-01 22:50:31,90,no_activity,mobile
sess_00003958,,2026-03-02 19:12:34,559,no_activity,desktop
sess_00003959,,2026-03-02 13:25:01,3171,no_activity,desktop
sess_00003960,,2026-03-02 20:18:12,179,logout,desktop
sess_00003961,,2026-03-02 21:31:51,1545,no_activity,mobile
sess_00003962,,2026-03-02 06:25:35,203,no_activity,desktop
sess_00003963,cust_002219,2026-03-02 12:11:36,362,no_activity,desktop
sess_00003964,cust_001503,2026-03-02 15:19:31,1131,no_activity,mobile
sess_00003965,cust_000940,2026-03-02 18:23:32,505,no_activity,mobile
sess_00003966,,2026-03-02 11:57:44,4,no_activity,desktop
sess_00003967,cust_002730,2026-03-02 08:36:20,134,no_activity,mobile
sess_00003968,cust_001252,2026-03-02 14:55:11,526,no_activity,desktop
sess_00003969,cust_000844,2026-03-02 15:38:14,114,no_activity,desktop
sess_00003970,cust_002978,2026-03-02 00:41:31,714,no_activity,desktop
sess_00003971,,2026-03-02 19:10:28,215,no_activity,desktop
sess_00003972,,2026-03-02 19:13:03,164,no_activity,desktop
sess_00003973,cust_001496,2026-03-02 08:37:52,522,no_activity,desktop
sess_00003974,cust_000438,2026-03-02 15:43:51,29,no_activity,mobile
sess_00003975,cust_000290,2026-03-02 15:37:28,252,no_activity,mobile
sess_00003976,,2026-03-02 08:43:08,193,no_activity,mobile
sess_00003977,cust_000855,2026-03-02 08:54:06,434,no_activity,mobile
sess_00003978,cust_000329,2026-03-02 10:16:28,1513,no_activity,desktop
sess_00003979,,2026-03-02 12:24:59,98,no_activity,mobile
sess_00003980,,2026-03-02 07:58:45,1174,no_activity,mobile
sess_00003981,cust_000616,2026-03-02 14:55:48,27,no_activity,mobile
sess_00003982,cust_001694,2026-03-02 09:52:32,254,logout,desktop
sess_00003983,cust_000473,2026-03-02 18:34:44,404,no_activity,mobile
sess_00003984,cust_001598,2026-03-02 02:51:38,21,no_activity,mobile
sess_00003985,cust_001377,2026-03-02 13:57:46,1018,timeout,desktop
sess_00003986,,2026-03-02 14:51:05,529,no_activity,desktop
sess_00003987,,2026-03-02 15:06:57,139,no_activity,desktop
sess_00003988,cust_001175,2026-03-02 19:51:22,158,timeout,desktop
sess_00003989,,2026-03-02 19:36:56,361,no_activity,desktop
sess_00003990,cust_001939,2026-03-02 17:26:51,237,no_activity,mobile
sess_00003991,cust_002111,2026-03-02 16:28:24,500,no_activity,desktop
sess_00003992,cust_001370,2026-03-02 14:36:23,537,no_activity,mobile
sess_00003993,,2026-03-02 19:53:37,90,no_activity,mobile
sess_00003994,cust_001591,2026-03-02 20:38:33,273,timeout,mobile
sess_00003995,,2026-03-02 12:43:01,306,no_activity,mobile
sess_00003996,cust_001475,2026-03-02 09:23:07,230,timeout,desktop
sess_00003997,cust_002973,2026-03-02 14:36:03,671,no_activity,mobile
sess_00003998,,2026-03-02 22:54:02,991,logout,mobile
sess_00003999,,2026-03-02 21:20:35,97,no_activity,mobile
sess_00004000,,2026-03-02 10:54:52,357,no_activity,desktop
sess_00004001,cust_000530,2026-03-02 17:59:21,200,no_activity,mobile
sess_00004002,cust_002630,2026-03-02 17:13:56,239,no_activity,mobile
sess_00004003,,2026-03-02 15:38:53,18,no_activity,mobile
sess_00004004,,2026-03-02 17:04:26,697,no_activity,mobile
sess_00004005,,2026-03-02 10:55:42,413,no_activity,desktop
sess_00004006,cust_002393,2026-03-02 06:52:11,2680,no_activity,desktop
sess_00004007,,2026-03-02 05:55:38,332,no_activity,mobile
sess_00004008,,2026-03-02 21:19:20,430,no_activity,mobile
sess_00004009,,2026-03-02 14:51:18,170,no_activity,mobile
sess_00004010,cust_000894,2026-03-02 10:56:35,6,no_activity,desktop
sess_00004011,,2026-03-02 20:11:32,18,no_activity,mobile
sess_00004012,cust_002229,2026-03-02 12:41:38,166,no_activity,desktop
sess_00004013,,2026-03-02 14:54:21,2178,no_activity,desktop
sess_00004014,cust_000770,2026-03-02 10:50:07,324,logout,mobile
sess_00004015,,2026-03-02 20:53:47,555,no_activity,desktop
sess_00004016,,2026-03-02 01:22:03,226,no_activity,mobile
sess_00004017,,2026-03-02 16:58:55,87,no_activity,tablet
sess_00004018,,2026-03-02 18:24:32,684,no_activity,tablet
sess_00004019,cust_001575,2026-03-02 18:26:47,14,no_activity,mobile
sess_00004020,,2026-03-02 14:05:42,152,logout,mobile
sess_00004021,cust_001013,2026-03-02 19:07:36,729,logout,tablet
sess_00004022,cust_002976,2026-03-02 07:26:02,368,no_activity,desktop
sess_00004023,cust_002782,2026-03-02 21:13:33,520,no_activity,desktop
sess_00004024,cust_000666,2026-03-02 16:54:02,7200,no_activity,desktop
sess_00004025,cust_000177,2026-03-02 14:38:30,1196,no_activity,desktop
sess_00004026,cust_000904,2026-03-02 09:02:10,1713,no_activity,mobile
sess_00004027,cust_002655,2026-03-02 14:02:45,1160,no_activity,tablet
sess_00004028,,2026-03-02 19:30:36,412,timeout,desktop
sess_00004029,cust_002354,2026-03-02 17:58:43,1501,no_activity,desktop
sess_00004030,cust_000289,2026-03-02 13:25:35,753,no_activity,mobile
sess_00004031,cust_000299,2026-03-02 15:48:17,79,no_activity,desktop
sess_00004032,,2026-03-02 12:36:08,4,no_activity,desktop
sess_00004033,,2026-03-03 12:58:06,147,no_activity,tablet
sess_00004034,cust_002822,2026-03-03 18:06:57,336,timeout,desktop
sess_00004035,,2026-03-03 13:01:13,610,timeout,mobile
sess_00004036,,2026-03-03 12:53:28,113,no_activity,desktop
sess_00004037,,2026-03-03 09:21:30,219,no_activity,desktop
sess_00004038,,2026-03-03 16:29:52,200,no_activity,desktop
sess_00004039,,2026-03-03 15:11:04,1563,no_activity,mobile
sess_00004040,,2026-03-03 12:50:58,121,no_activity,desktop
sess_00004041,,2026-03-03 11:56:54,28,no_activity,desktop
sess_00004042,,2026-03-03 21:14:03,894,no_activity,mobile
sess_00004043,,2026-03-03 07:21:35,69,no_activity,desktop
sess_00004044,cust_000595,2026-03-03 22:30:56,157,no_activity,desktop
sess_00004045,,2026-03-03 08:14:37,258,no_activity,desktop
sess_00004046,cust_002898,2026-03-03 13:17:33,179,no_activity,mobile
sess_00004047,,2026-03-03 12:56:35,1018,no_activity,desktop
sess_00004048,,2026-03-03 12:52:37,1659,no_activity,mobile
sess_00004049,cust_000770,2026-03-03 10:00:49,21,no_activity,mobile
sess_00004050,,2026-03-03 18:26:58,700,logout,desktop
sess_00004051,,2026-03-03 15:05:32,926,no_activity,desktop
sess_00004052,,2026-03-03 12:41:16,27,no_activity,mobile
sess_00004053,,2026-03-03 04:13:11,6085,timeout,mobile
sess_00004054,cust_002999,2026-03-03 22:31:04,1,no_activity,desktop
sess_00004055,cust_002580,2026-03-03 10:29:28,243,no_activity,desktop
sess_00004056,cust_000643,2026-03-03 12:54:13,4,no_activity,desktop
sess_00004057,cust_002762,2026-03-03 17:09:43,178,no_activity,desktop
sess_00004058,cust_001044,2026-03-03 11:50:28,1372,no_activity,mobile
sess_00004059,cust_001805,2026-03-03 20:23:28,137,timeout,desktop
sess_00004060,,2026-03-03 07:44:18,8,no_activity,desktop
sess_00004061,cust_001017,2026-03-03 12:28:15,136,no_activity,mobile
sess_00004062,,2026-03-03 20:11:15,162,no_activity,mobile
sess_00004063,cust_001763,2026-03-03 06:24:29,41,no_activity,desktop
sess_00004064,cust_002522,2026-03-03 15:07:48,145,logout,desktop
sess_00004065,cust_000876,2026-03-03 17:22:58,21,no_activity,desktop
sess_00004066,cust_000907,2026-03-03 06:47:32,683,no_activity,tablet
sess_00004067,,2026-03-03 21:59:26,247,no_activity,desktop
sess_00004068,,2026-03-03 11:31:58,546,no_activity,mobile
sess_00004069,cust_000466,2026-03-03 17:51:39,1215,no_activity,desktop
sess_00004070,,2026-03-03 08:21:54,6,no_activity,mobile
sess_00004071,cust_000165,2026-03-03 21:14:46,431,no_activity,desktop
sess_00004072,cust_001669,2026-03-03 14:57:31,443,logout,desktop
sess_00004073,cust_000211,2026-03-03 14:40:54,133,timeout,desktop
sess_00004074,,2026-03-03 09:49:17,587,no_activity,desktop
sess_00004075,,2026-03-03 14:04:53,12,no_activity,mobile
sess_00004076,cust_002944,2026-03-03 07:42:35,58,no_activity,mobile
sess_00004077,cust_000708,2026-03-03 10:03:32,522,logout,desktop
sess_00004078,,2026-03-03 10:16:00,660,no_activity,desktop
sess_00004079,,2026-03-03 08:44:16,230,no_activity,desktop
sess_00004080,,2026-03-03 20:28:27,24,no_activity,mobile
sess_00004081,cust_001816,2026-03-03 18:38:43,1285,no_activity,mobile
sess_00004082,,2026-03-03 17:01:02,11,no_activity,mobile
sess_00004083,cust_001152,2026-03-03 15:26:59,782,logout,mobile
sess_00004084,cust_001554,2026-03-03 08:59:19,532,timeout,desktop
sess_00004085,,2026-03-03 17:57:41,166,no_activity,desktop
sess_00004086,,2026-03-03 18:53:29,2780,no_activity,desktop
sess_00004087,,2026-03-03 18:15:35,70,timeout,tablet
sess_00004088,cust_001106,2026-03-03 23:56:08,6,no_activity,desktop
sess_00004089,,2026-03-03 20:41:52,247,no_activity,mobile
sess_00004090,cust_002330,2026-03-03 09:26:36,16,no_activity,desktop
sess_00004091,,2026-03-03 22:00:11,1369,no_activity,mobile
sess_00004092,cust_002970,2026-03-03 16:29:44,555,no_activity,mobile
sess_00004093,cust_002298,2026-03-03 14:47:24,191,no_activity,desktop
sess_00004094,cust_000214,2026-03-03 22:01:38,413,no_activity,mobile
sess_00004095,,2026-03-03 18:03:52,2205,no_activity,desktop
sess_00004096,cust_002460,2026-03-04 16:34:22,5109,no_activity,desktop
sess_00004097,cust_000142,2026-03-04 09:40:43,4,no_activity,mobile
sess_00004098,cust_000326,2026-03-04 12:53:26,5,no_activity,mobile
sess_00004099,,2026-03-04 16:29:35,2544,no_activity,mobile
sess_00004100,,2026-03-04 10:19:35,9,no_activity,mobile
sess_00004101,cust_001031,2026-03-04 19:23:56,102,no_activity,mobile
sess_00004102,cust_001334,2026-03-04 08:53:47,190,timeout,mobile
sess_00004103,cust_000432,2026-03-04 16:23:41,146,no_activity,mobile
sess_00004104,cust_000439,2026-03-04 20:03:06,2122,no_activity,tablet
sess_00004105,,2026-03-04 13:15:42,915,no_activity,desktop
sess_00004106,,2026-03-04 14:44:23,26,no_activity,desktop
sess_00004107,,2026-03-04 13:53:10,877,no_activity,desktop
sess_00004108,cust_001620,2026-03-04 18:30:22,116,no_activity,desktop
sess_00004109,cust_002213,2026-03-04 07:33:09,261,no_activity,desktop
sess_00004110,,2026-03-04 07:56:12,307,timeout,mobile
sess_00004111,cust_000841,2026-03-04 18:17:06,174,no_activity,desktop
sess_00004112,cust_001981,2026-03-04 12:45:53,274,no_activity,desktop
sess_00004113,cust_001983,2026-03-04 16:30:15,527,no_activity,desktop
sess_00004114,,2026-03-04 15:50:48,378,logout,mobile
sess_00004115,cust_002315,2026-03-04 16:45:42,145,no_activity,desktop
sess_00004116,,2026-03-04 20:45:32,121,no_activity,tablet
sess_00004117,cust_000752,2026-03-04 19:34:18,338,no_activity,mobile
sess_00004118,,2026-03-04 14:09:57,599,no_activity,mobile
sess_00004119,cust_000710,2026-03-04 19:22:30,255,no_activity,mobile
sess_00004120,cust_001226,2026-03-04 15:02:55,71,no_activity,desktop
sess_00004121,cust_002244,2026-03-04 07:55:35,507,timeout,desktop
sess_00004122,,2026-03-04 15:03:44,11,no_activity,desktop
sess_00004123,cust_002101,2026-03-04 11:29:29,4,no_activity,tablet
sess_00004124,cust_000368,2026-03-04 09:00:46,259,no_activity,mobile
sess_00004125,cust_002003,2026-03-04 08:54:56,481,no_activity,desktop
sess_00004126,cust_001849,2026-03-04 18:09:39,205,no_activity,desktop
sess_00004127,,2026-03-04 09:19:24,5,no_activity,desktop
sess_00004128,,2026-03-04 20:44:51,45,no_activity,tablet
sess_00004129,,2026-03-04 10:32:39,720,no_activity,mobile
