customer_id,signup_date,acquisition_channel,country
cust_000713,2026-01-31,paid_search,ES
cust_000714,2026-06-20,paid_search,US
cust_000715,2026-05-27,referral,BR
cust_000716,2026-05-06,organic,DE
cust_000717,2026-05-07,paid_search,PT
cust_000718,2026-05-21,social,BR
cust_000719,2026-06-28,organic,DE
cust_000720,2026-02-04,referral,BR
cust_000721,2026-06-12,paid_search,PT
cust_000722,2026-05-26,referral,ES
cust_000723,2026-06-20,organic,BR
cust_000724,2026-04-28,organic,ES
cust_000725,2026-02-25,paid_search,US
cust_000726,2026-04-12,paid_search,ES
cust_000727,2026-06-15,paid_search,BR
cust_000728,2026-06-07,organic,BR
cust_000729,2026-03-31,affiliate,US
cust_000730,2026-01-03,affiliate,DE
cust_000731,2026-04-21,affiliate,BR
cust_000732,2026-04-29,social,DE
cust_000733,2026-06-10,paid_search,BR
cust_000734,2026-03-19,affiliate,BR
cust_000735,2026-01-28,paid_search,ES
cust_000736,2026-01-02,organic,BR
cust_000737,2026-05-27,organic,BR
cust_000738,2026-04-24,affiliate,BR
cust_000739,2026-05-07,paid_search,BR
cust_000740,2026-05-10,organic,BR
cust_000741,2026-03-20,affiliate,ES
cust_000742,2026-06-22,affiliate,BR
cust_000743,2026-01-23,affiliate,ES
cust_000744,2026-03-13,affiliate,BR
cust_000745,2026-01-26,paid_search,PT
cust_000746,2026-04-28,paid_search,US
cust_000747,2026-06-27,paid_search,PT
cust_000748,2026-05-09,social,DE
cust_000749,2026-05-13,affiliate,DE
cust_000750,2026-01-16,paid_search,PT
cust_000751,2026-03-12,organic,US
cust_000752,2026-01-12,social,ES
cust_000753,2026-02-09,paid_search,BR
cust_000754,2026-03-05,social,PT
cust_000755,2026-05-13,organic,US
cust_000756,2026-01-18,social,PT
cust_000757,2026-01-11,paid_search,PT
cust_000758,2026-03-30,paid_search,US
cust_000759,2026-05-11,social,US
cust_000760,2026-03-18,organic,BR
cust_000761,2026-02-12,paid_search,BR
cust_000762,2026-03-08,affiliate,PT
cust_000763,2026-01-12,referral,BR
cust_000764,2026-04-02,organic,PT
cust_000765,2026-05-30,organic,US
cust_000766,2026-05-22,affiliate,PT
cust_000767,2026-06-23,paid_search,DE
cust_000768,2026-06-26,paid_search,BR
cust_000769,2026-05-09,social,BR
cust_000770,2026-06-17,organic,BR
cust_000771,2026-04-15,paid_search,BR
cust_000772,2026-02-13,social,DE
cust_000773,2026-02-27,paid_search,US
cust_000774,2026-03-24,paid_search,DE
cust_000775,2026-02-18,paid_search,BR
cust_000776,2026-02-06,referral,US
cust_000777,2026-01-22,organic,US
cust_000778,2026-04-30,affiliate,DE
cust_000779,2026-01-04,organic,BR
cust_000780,2026-04-26,organic,US
cust_000781,2026-05-17,social,BR
cust_000782,2026-01-09,paid_search,BR
cust_000783,2026-02-12,affiliate,DE
cust_000784,2026-01-28,paid_search,BR
cust_000785,2026-06-08,social,US
cust_000786,2026-04-23,paid_search,US
cust_000787,2026-03-04,organic,DE
cust_000788,2026-05-09,paid_search,PT
cust_000789,2026-02-23,organic,ES
cust_000790,2026-06-20,affiliate,BR
cust_000791,2026-05-12,paid_search,PT
cust_000792,2026-03-08,referral,US
cust_000793,2026-06-02,paid_search,US
cust_000794,2026-03-21,organic,BR
cust_000795,2026-05-27,paid_search,BR
cust_000796,2026-02-13,organic,US
cust_000797,2026-06-06,paid_search,BR
cust_000798,2026-03-22,referral,US
cust_000799,2026-01-27,paid_search,BR
cust_000800,2026-03-06,affiliate,ES
cust_000801,2026-06-14,paid_search,PT
cust_000802,2026-06-11,organic,BR
cust_000803,2026-05-11,affiliate,BR
cust_000804,2026-01-15,organic,DE
cust_000805,2026-05-21,affiliate,BR
cust_000806,2026-02-10,social,BR
cust_000807,2026-06-26,organic,ES
cust_000808,2026-05-24,organic,ES
cust_000809,2026-04-03,social,US
cust_000810,2026-05-17,organic,ES
cust_000811,2026-04-18,organic,BR
cust_000812,2026-04-01,paid_search,BR
cust_000813,2026-02-20,paid_search,DE
cust_000814,2026-04-01,organic,ES
cust_000815,2026-04-02,affiliate,BR
cust_000816,2026-02-09,paid_search,PT
cust_000817,2026-04-20,social,US
cust_000818,2026-01-04,organic,ES
cust_000819,2026-04-23,affiliate,BR
cust_000820,2026-02-08,organic,BR
cust_000821,2026-06-11,organic,US
cust_000822,2026-05-13,organic,DE
cust_000823,2026-04-05,referral,US
cust_000824,2026-04-06,paid_search,US
cust_000825,2026-03-10,organic,US
cust_000826,2026-04-05,organic,DE
cust_000827,2026-05-05,referral,PT
cust_000828,2026-06-12,social,ES
cust_000829,2026-05-10,organic,BR
cust_000830,2026-01-27,social,BR
cust_000831,2026-05-18,organic,BR
cust_000832,2026-03-30,paid_search,US
cust_000833,2026-05-10,referral,ES
cust_000834,2026-05-09,paid_search,BR
cust_000835,2026-04-18,paid_search,BR
cust_000836,2026-05-21,organic,ES
cust_000837,2026-01-04,paid_search,US
cust_000838,2026-03-25,social,ES
cust_000839,2026-01-21,social,PT
cust_000840,2026-02-16,organic,PT
cust_000841,2026-06-08,paid_search,DE
cust_000842,2026-01-16,paid_search,PT
cust_000843,2026-04-20,organic,US
cust_000844,2026-02-28,affiliate,DE
cust_000845,2026-05-07,referral,US
cust_000846,2026-01-07,organic,BR
cust_000847,2026-04-18,paid_search,US
cust_000848,2026-05-17,organic,PT
cust_000849,2026-03-26,affiliate,BR
cust_000850,2026-06-16,referral,DE
cust_000851,2026-06-28,organic,BR
cust_000852,2026-06-18,affiliate,US
cust_000853,2026-02-22,organic,BR
cust_000854,2026-06-29,organic,PT
cust_000855,2026-05-08,organic,ES
cust_000856,2026-03-03,organic,BR
cust_000857,2026-01-28,affiliate,US
cust_000858,2026-03-19,referral,BR
cust_000859,2026-04-20,organic,DE
cust_000860,2026-03-17,affiliate,PT
cust_000861,2026-03-16,affiliate,BR
cust_000862,2026-05-14,affiliate,PT
cust_000863,2026-03-09,organic,PT
cust_000864,2026-06-12,organic,US
cust_000865,2026-04-30,referral,BR
cust_000866,2026-05-31,organic,US
cust_000867,2026-06-02,referral,PT
cust_000868,2026-03-11,paid_search,BR
cust_000869,2026-02-06,affiliate,US
cust_000870,2026-01-17,affiliate,BR
cust_000871,2026-02-17,affiliate,BR
cust_000872,2026-01-30,paid_search,DE
cust_000873,2026-01-30,affiliate,BR
cust_000874,2026-01-21,organic,ES
cust_000875,2026-03-28,paid_search,BR
cust_000876,2026-01-26,organic,PT
cust_000877,2026-04-19,paid_search,PT
cust_000878,2026-01-06,organic,US
cust_000879,2026-04-26,paid_search,BR
cust_000880,2026-03-16,organic,PT
cust_000881,2026-06-01,organic,ES
cust_000882,2026-06-25,referral,BR
cust_000883,2026-04-12,organic,BR
cust_000884,2026-01-27,organic,BR
cust_000885,2026-01-29,organic,PT
cust_000886,2026-03-23,organic,DE
cust_000887,2026-03-12,organic,BR
cust_000888,2026-05-02,paid_search,US
cust_000889,2026-03-30,organic,BR
cust_000890,2026-03-18,organic,US
cust_000891,2026-06-06,social,PT
cust_000892,2026-03-25,social,DE
cust_000893,2026-04-26,organic,BR
cust_000894,2026-05-16,organic,BR
cust_000895,2026-03-19,referral,BR
cust_000896,2026-05-15,affiliate,ES
cust_000897,2026-06-01,organic,BR
cust_000898,2026-06-08,affiliate,BR
cust_000899,2026-04-20,organic,ES
cust_000900,2026-02-04,affiliate,US
cust_000901,2026-05-22,paid_search,US
cust_000902,2026-03-27,affiliate,DE
cust_000903,2026-01-14,social,DE
cust_000904,2026-03-21,affiliate,BR
cust_000905,2026-02-28,organic,US
cust_000906,2026-05-19,paid_search,BR
cust_000907,2026-03-29,referral,PT
cust_000908,2026-03-19,paid_search,ES
cust_000909,2026-06-18,affiliate,PT
cust_000910,2026-06-03,referral,US
cust_000911,2026-06-07,paid_search,US
cust_000912,2026-01-17,organic,BR
cust_000913,2026-05-10,paid_search,US
cust_000914,2026-01-09,paid_search,US
cust_000915,2026-05-06,paid_search,DE
cust_000916,2026-06-04,paid_search,BR
cust_000917,2026-02-20,organic,US
cust_000918,2026-04-19,paid_search,US
cust_000919,2026-03-28,paid_search,PT
cust_000920,2026-05-12,paid_search,PT
cust_000921,2026-03-08,referral,PT
cust_000922,2026-02-27,paid_search,ES
cust_000923,2026-01-23,social,US
cust_000924,2026-03-09,organic,PT
cust_000925,2026-02-10,paid_search,BR
cust_000926,2026-01-19,paid_search,US
cust_000927,2026-03-03,organic,BR
cust_000928,2026-05-19,organic,DE
cust_000929,2026-05-06,organic,DE
cust_000930,2026-05-24,organic,BR
cust_000931,2026-02-01,organic,PT
cust_000932,2026-03-31,organic,PT
cust_000933,2026-02-05,organic,US
cust_000934,2026-03-18,organic,US
cust_000935,2026-02-08,paid_search,PT
cust_000936,2026-01-01,affiliate,BR
cust_000937,2026-05-27,affiliate,DE
cust_000938,2026-04-23,organic,DE
cust_000939,2026-02-06,paid_search,BR
cust_000940,2026-01-23,organic,DE
cust_000941,2026-04-13,referral,BR
cust_000942,2026-03-17,affiliate,US
cust_000943,2026-03-09,paid_search,PT
cust_000944,2026-02-03,social,US
cust_000945,2026-02-27,social,US
cust_000946,2026-05-11,organic,BR
cust_000947,2026-03-01,organic,BR
cust_000948,2026-01-28,paid_search,PT
cust_000949,2026-01-27,paid_search,PT
cust_000950,2026-04-05,affiliate,US
cust_000951,2026-05-06,referral,BR
cust_000952,2026-02-02,paid_search,BR
cust_000953,2026-03-03,social,US
cust_000954,2026-06-18,paid_search,BR
cust_000955,2026-01-27,organic,BR
cust_000956,2026-04-20,paid_search,PT
cust_000957,2026-05-13,paid_search,US
cust_000958,2026-03-28,paid_search,BR
cust_000959,2026-01-06,affiliate,BR
cust_000960,2026-01-07,organic,PT
cust_000961,2026-02-02,affiliate,US
cust_000962,2026-05-31,affiliate,PT
cust_000963,2026-01-22,paid_search,BR
cust_000964,2026-04-16,social,BR
cust_000965,2026-06-09,affiliate,DE
cust_000966,2026-03-27,paid_search,ES
cust_000967,2026-01-20,affiliate,US
cust_000968,2026-02-18,organic,ES
cust_000969,2026-03-29,organic,DE
cust_000970,2026-01-17,paid_search,ES
cust_000971,2026-05-31,social,BR
cust_000972,2026-05-24,paid_search,BR
cust_000973,2026-05-19,affiliate,PT
cust_000974,2026-04-30,organic,BR
cust_000975,2026-02-10,social,US
cust_000976,2026-04-14,organic,PT
cust_000977,2026-03-04,referral,BR
cust_000978,2026-04-22,organic,DE
cust_000979,2026-06-24,affiliate,BR
cust_000980,2026-05-26,affiliate,ES
cust_000981,2026-02-23,social,BR
cust_000982,2026-06-18,organic,BR
cust_000983,2026-03-04,social,DE
cust_000984,2026-05-12,paid_search,BR
cust_000985,2026-05-03,organic,PT
cust_000986,2026-03-29,organic,DE
cust_000987,2026-05-30,organic,PT
cust_000988,2026-02-24,affiliate,DE
cust_000989,2026-03-30,referral,BR
cust_000990,2026-01-01,social,DE
cust_000991,2026-01-19,affiliate,PT
cust_000992,2026-05-09,affiliate,DE
cust_000993,2026-06-04,paid_search,BR
cust_000994,2026-03-25,social,PT
cust_000995,2026-03-04,social,BR
cust_000996,2026-04-23,organic,DE
cust_000997,2026-06-03,organic,US
cust_000998,2026-01-10,organic,US
cust_000999,2026-06-12,paid_search,BR
cust_001000,2026-06-16,organic,PT
cust_001001,2026-03-25,organic,US
cust_001002,2026-01-26,social,BR
cust_001003,2026-06-19,referral,BR
cust_001004,2026-05-08,paid_search,BR
cust_001005,2026-05-10,social,BR
cust_001006,2026-03-18,affiliate,US
cust_001007,2026-05-27,organic,US
cust_001008,2026-05-17,organic,BR
cust_001009,2026-01-16,organic,BR
cust_001010,2026-05-13,paid_search,BR
cust_001011,2026-03-08,social,ES
cust_001012,2026-03-24,affiliate,PT
cust_001013,2026-02-14,paid_search,US
cust_001014,2026-01-20,organic,BR
cust_001015,2026-02-28,organic,DE
cust_001016,2026-05-27,social,US
cust_001017,2026-05-12,organic,PT
cust_001018,2026-01-02,affiliate,BR
cust_001019,2026-03-10,affiliate,US
cust_001020,2026-01-30,social,US
cust_001021,2026-03-27,social,BR
cust_001022,2026-01-20,organic,BR
cust_001023,2026-05-22,paid_search,ES
cust_001024,2026-03-03,affiliate,BR
cust_001025,2026-05-06,organic,US
cust_001026,2026-04-27,affiliate,BR
cust_001027,2026-05-15,organic,DE
cust_001028,2026-06-20,organic,PT
cust_001029,2026-04-09,organic,BR
cust_001030,2026-05-06,organic,DE
cust_001031,2026-02-16,paid_search,BR
cust_001032,2026-04-08,affiliate,BR
cust_001033,2026-06-22,referral,ES
cust_001034,2026-03-03,organic,DE
cust_001035,2026-04-21,paid_search,PT
cust_001036,2026-02-03,affiliate,ES
cust_001037,2026-05-30,organic,US
cust_001038,2026-01-03,organic,BR
cust_001039,2026-01-12,referral,BR
cust_001040,2026-02-25,affiliate,PT
cust_001041,2026-03-22,paid_search,PT
cust_001042,2026-05-05,paid_search,US
cust_001043,2026-02-23,organic,BR
cust_001044,2026-06-28,organic,DE
cust_001045,2026-04-15,organic,US
cust_001046,2026-05-29,social,US
cust_001047,2026-01-13,organic,PT
cust_001048,2026-06-14,organic,BR
cust_001049,2026-06-29,paid_search,PT
cust_001050,2026-04-29,organic,US
cust_001051,2026-05-08,affiliate,BR
cust_001052,2026-05-18,organic,BR
cust_001053,2026-04-07,referral,PT
cust_001054,2026-06-02,social,BR
cust_001055,2026-03-14,organic,DE
cust_001056,2026-02-22,affiliate,BR
cust_001057,2026-06-24,organic,DE
cust_001058,2026-02-22,paid_search,BR
cust_001059,2026-04-22,affiliate,PT
cust_001060,2026-04-10,paid_search,PT
cust_001061,2026-04-21,organic,BR
cust_001062,2026-05-31,organic,US
cust_001063,2026-05-21,organic,US
cust_001064,2026-01-01,organic,DE
cust_001065,2026-02-17,organic,BR
cust_001066,2026-06-28,organic,ES
cust_001067,2026-06-16,organic,DE
cust_001068,2026-05-19,affiliate,PT
cust_001069,2026-03-04,organic,ES
cust_001070,2026-03-04,organic,BR
cust_001071,2026-03-14,organic,US
cust_001072,2026-01-11,organic,DE
cust_001073,2026-01-09,referral,BR
cust_001074,2026-04-01,social,DE
cust_001075,2026-03-02,organic,US
cust_001076,2026-01-02,paid_search,BR
cust_001077,2026-06-02,organic,US
cust_001078,2026-04-01,paid_search,ES
cust_001079,2026-05-31,affiliate,US
cust_001080,2026-04-17,affiliate,BR
cust_001081,2026-01-02,referral,BR
cust_001082,2026-04-16,organic,DE
cust_001083,2026-06-20,organic,BR
cust_001084,2026-05-28,affiliate,DE
cust_001085,2026-05-22,organic,BR
cust_001086,2026-02-16,paid_search,ES
cust_001087,2026-01-28,affiliate,BR
cust_001088,2026-06-28,organic,DE
cust_001089,2026-03-22,affiliate,BR
cust_001090,2026-05-26,organic,BR
cust_001091,2026-01-26,affiliate,BR
cust_001092,2026-04-25,paid_search,PT
cust_001093,2026-01-26,organic,BR
cust_001094,2026-03-03,referral,BR
cust_001095,2026-06-11,affiliate,BR
cust_001096,2026-02-22,organic,ES
cust_001097,2026-01-27,affiliate,US
cust_001098,2026-01-31,organic,PT
cust_001099,2026-03-02,paid_search,PT
cust_001100,2026-05-30,organic,BR
cust_001101,2026-02-21,social,BR
cust_001102,2026-06-06,affiliate,DE
cust_001103,2026-05-16,affiliate,BR
cust_001104,2026-06-16,organic,BR
cust_001105,2026-02-18,referral,BR
cust_001106,2026-01-10,affiliate,BR
cust_001107,2026-02-03,organic,PT
cust_001108,2026-03-29,paid_search,US
cust_001109,2026-01-19,paid_search,DE
cust_001110,2026-01-28,organic,BR
cust_001111,2026-06-01,referral,BR
cust_001112,2026-06-09,paid_search,US
cust_001113,2026-05-06,organic,US
cust_001114,2026-06-28,social,BR
cust_001115,2026-01-13,organic,US
cust_001116,2026-06-07,organic,ES
cust_001117,2026-06-11,social,BR
cust_001118,2026-03-31,organic,ES
cust_001119,2026-03-26,social,BR
cust_001120,2026-01-06,paid_search,PT
cust_001121,2026-03-10,organic,BR
cust_001122,2026-02-24,paid_search,BR
cust_001123,2026-04-30,affiliate,BR
cust_001124,2026-02-27,paid_search,DE
cust_001125,2026-04-04,organic,BR
cust_001126,2026-01-27,paid_search,US
cust_001127,2026-06-04,paid_search,US
cust_001128,2026-06-05,paid_search,BR
cust_001129,2026-03-16,affiliate,BR
cust_001130,2026-04-16,affiliate,BR
cust_001131,2026-04-20,paid_search,BR
cust_001132,2026-02-04,organic,US
cust_001133,2026-01-06,social,DE
cust_001134,2026-01-12,social,PT
cust_001135,2026-03-11,affiliate,ES
cust_001136,2026-01-31,organic,US
cust_001137,2026-02-21,paid_search,DE
cust_001138,2026-05-24,organic,ES
cust_001139,2026-02-12,paid_search,ES
cust_001140,2026-03-17,paid_search,DE
cust_001141,2026-06-14,organic,BR
cust_001142,2026-03-03,social,US
cust_001143,2026-06-27,paid_search,US
cust_001144,2026-03-10,referral,US
cust_001145,2026-04-20,referral,DE
cust_001146,2026-06-07,social,PT
cust_001147,2026-03-02,organic,BR
cust_001148,2026-01-11,organic,BR
cust_001149,2026-04-13,paid_search,BR
cust_001150,2026-04-30,organic,BR
cust_001151,2026-05-20,organic,DE
cust_001152,2026-06-18,organic,BR
cust_001153,2026-04-24,affiliate,BR
cust_001154,2026-01-22,social,DE
cust_001155,2026-01-15,paid_search,ES
cust_001156,2026-03-18,paid_search,BR
cust_001157,2026-03-04,organic,BR
cust_001158,2026-03-26,affiliate,ES
cust_001159,2026-05-07,organic,US
cust_001160,2026-04-20,affiliate,ES
cust_001161,2026-06-02,paid_search,US
cust_001162,2026-06-08,organic,BR
cust_001163,2026-05-14,organic,BR
cust_001164,2026-01-01,referral,ES
cust_001165,2026-03-18,social,DE
cust_001166,2026-04-21,organic,US
cust_001167,2026-06-28,social,US
cust_001168,2026-05-05,paid_search,ES
cust_001169,2026-01-28,organic,BR
cust_001170,2026-03-09,referral,BR
cust_001171,2026-06-21,referral,DE
cust_001172,2026-05-11,affiliate,DE
cust_001173,2026-03-28,organic,BR
cust_001174,2026-05-15,organic,BR
cust_001175,2026-01-21,affiliate,BR
cust_001176,2026-03-27,affiliate,ES
cust_001177,2026-06-21,paid_search,DE
cust_001178,2026-03-10,paid_search,BR
cust_001179,2026-04-04,affiliate,US
cust_001180,2026-05-28,affiliate,BR
cust_001181,2026-01-15,affiliate,BR
cust_001182,2026-01-04,organic,ES
cust_001183,2026-01-15,organic,DE
cust_001184,2026-02-01,affiliate,PT
cust_001185,2026-06-24,referral,BR
cust_001186,2026-04-30,social,US
cust_001187,2026-03-25,referral,BR
cust_001188,2026-06-22,paid_search,BR
cust_001189,2026-03-06,organic,BR
cust_001190,2026-05-16,paid_search,ES
cust_001191,2026-04-15,organic,BR
cust_001192,2026-02-16,organic,BR
cust_001193,2026-04-17,social,BR
cust_001194,2026-03-12,organic,BR
cust_001195,2026-06-09,affiliate,US
cust_001196,2026-02-08,organic,BR
cust_001197,2026-05-04,organic,BR
cust_001198,2026-06-13,organic,DE
cust_001199,2026-04-02,paid_search,US
cust_001200,2026-01-18,affiliate,BR
cust_001201,2026-03-14,social,BR
cust_001202,2026-03-28,organic,PT
cust_001203,2026-02-21,organic,BR
cust_001204,2026-01-12,organic,US
cust_001205,2026-01-19,organic,BR
cust_001206,2026-04-16,paid_search,DE
cust_001207,2026-02-14,paid_search,DE
cust_001208,2026-06-08,paid_search,ES
cust_001209,2026-05-14,social,PT
cust_001210,2026-06-21,organic,BR
cust_001211,2026-03-18,social,US
cust_001212,2026-04-08,paid_search,PT
cust_001213,2026-04-21,affiliate,US
cust_001214,2026-01-24,referral,PT
cust_001215,2026-02-02,referral,DE
cust_001216,2026-01-25,organic,BR
cust_001217,2026-05-13,paid_search,ES
cust_001218,2026-05-02,organic,US
cust_001219,2026-03-04,social,ES
cust_001220,2026-01-14,organic,US
cust_001221,2026-04-18,organic,BR
cust_001222,2026-03-30,social,BR
cust_001223,2026-05-17,affiliate,PT
cust_001224,2026-03-23,organic,BR
cust_001225,2026-04-21,paid_search,DE
cust_001226,2026-01-20,referral,US
cust_001227,2026-01-20,affiliate,DE
cust_001228,2026-06-20,organic,PT
cust_001229,2026-03-16,affiliate,US
cust_001230,2026-04-02,organic,BR
cust_001231,2026-01-28,affiliate,US
cust_001232,2026-03-20,organic,DE
cust_001233,2026-03-06,affiliate,BR
cust_001234,2026-04-03,referral,DE
cust_001235,2026-01-04,organic,DE
cust_001236,2026-03-02,organic,PT
cust_001237,2026-05-16,affiliate,ES
cust_001238,2026-02-14,organic,ES
cust_001239,2026-03-28,affiliate,BR
cust_001240,2026-05-22,paid_search,US
cust_001241,2026-02-06,paid_search,ES
cust_001242,2026-03-21,affiliate,DE
cust_001243,2026-06-18,paid_search,BR
cust_001244,2026-06-03,organic,BR
cust_001245,2026-04-09,paid_search,DE
cust_001246,2026-04-12,social,BR
cust_001247,2026-02-07,social,BR
cust_001248,2026-01-12,organic,PT
cust_001249,2026-06-28,paid_search,BR
cust_001250,2026-03-13,social,PT
cust_001251,2026-05-04,referral,US
cust_001252,2026-02-16,paid_search,US
cust_001253,2026-02-04,referral,PT
cust_001254,2026-04-18,organic,BR
cust_001255,2026-06-23,organic,DE
cust_001256,2026-01-18,organic,BR
cust_001257,2026-02-01,social,DE
cust_001258,2026-02-11,social,US
cust_001259,2026-05-12,organic,US
cust_001260,2026-04-10,organic,DE
cust_001261,2026-05-30,affiliate,PT
cust_001262,2026-01-26,affiliate,US
cust_001263,2026-01-02,organic,US
cust_001264,2026-03-01,affiliate,US
cust_001265,2026-02-23,paid_search,BR
cust_001266,2026-03-09,paid_search,BR
cust_001267,2026-02-28,affiliate,DE
cust_001268,2026-03-19,paid_search,BR
cust_001269,2026-05-09,referral,DE
cust_001270,2026-04-20,affiliate,US
cust_001271,2026-02-27,affiliate,PT
cust_001272,2026-03-07,referral,US
cust_001273,2026-06-17,organic,US
cust_001274,2026-06-23,affiliate,BR
cust_001275,2026-04-11,affiliate,DE
cust_001276,2026-06-06,social,DE
cust_001277,2026-03-20,affiliate,US
cust_001278,2026-05-21,organic,PT
cust_001279,2026-02-27,organic,PT
cust_001280,2026-03-17,affiliate,US
cust_001281,2026-04-22,social,BR
cust_001282,2026-05-19,organic,PT
cust_001283,2026-06-02,paid_search,ES
cust_001284,2026-03-11,paid_search,DE
cust_001285,2026-06-13,affiliate,US
cust_001286,2026-02-27,organic,BR
cust_001287,2026-02-20,affiliate,US
cust_001288,2026-06-27,organic,US
cust_001289,2026-03-07,affiliate,BR
cust_001290,2026-02-13,affiliate,BR
cust_001291,2026-06-03,social,BR
cust_001292,2026-04-24,organic,DE
cust_001293,2026-04-02,organic,US
cust_001294,2026-04-23,referral,BR
cust_001295,2026-06-22,organic,BR
cust_001296,2026-05-13,paid_search,BR
cust_001297,2026-01-11,social,BR
cust_001298,2026-02-08,organic,ES
cust_001299,2026-06-23,social,PT
cust_001300,2026-03-03,social,BR
cust_001301,2026-01-16,paid_search,US
cust_001302,2026-02-04,organic,BR
cust_001303,2026-03-29,organic,DE
cust_001304,2026-02-02,paid_search,BR
cust_001305,2026-06-02,affiliate,BR
cust_001306,2026-04-30,paid_search,PT
cust_001307,2026-03-25,referral,BR
cust_001308,2026-01-08,paid_search,US
cust_001309,2026-01-03,social,DE
cust_001310,2026-04-14,organic,US
cust_001311,2026-05-02,affiliate,BR
cust_001312,2026-06-20,organic,BR
cust_001313,2026-03-16,paid_search,BR
cust_001314,2026-01-13,social,BR
cust_001315,2026-02-26,paid_search,PT
cust_001316,2026-04-12,organic,DE
cust_001317,2026-01-26,organic,ES
cust_001318,2026-03-11,affiliate,BR
cust_001319,2026-06-26,social,PT
cust_001320,2026-02-14,organic,ES
cust_001321,2026-02-11,affiliate,US
cust_001322,2026-02-02,organic,US
cust_001323,2026-06-03,organic,DE
cust_001324,2026-02-19,affiliate,US
cust_001325,2026-04-26,referral,US
cust_001326,2026-05-07,social,BR
cust_001327,2026-01-23,paid_search,BR
cust_001328,2026-04-17,organic,US
cust_001329,2026-02-09,affiliate,US
cust_001330,2026-02-28,paid_search,BR
cust_001331,2026-04-12,organic,US
cust_001332,2026-01-27,paid_search,DE
cust_001333,2026-04-10,affiliate,BR
cust_001334,2026-01-23,affiliate,PT
cust_001335,2026-04-29,organic,BR
cust_001336,2026-04-12,referral,BR
cust_001337,2026-03-21,organic,BR
cust_001338,2026-04-07,social,US
cust_001339,2026-04-04,organic,BR
cust_001340,2026-05-11,organic,BR
cust_001341,2026-04-22,affiliate,BR
cust_001342,2026-01-18,affiliate,BR
cust_001343,2026-05-21,organic,BR
cust_001344,2026-02-14,paid_search,ES
cust_001345,2026-02-21,paid_search,BR
cust_001346,2026-02-03,social,DE
cust_001347,2026-03-11,social,BR
cust_001348,2026-05-24,organic,DE
cust_001349,2026-06-22,organic,DE
cust_001350,2026-05-09,affiliate,BR
cust_001351,2026-06-23,paid_search,US
cust_001352,2026-06-20,affiliate,BR
cust_001353,2026-03-08,organic,PT
cust_001354,2026-03-30,organic,BR
cust_001355,2026-06-15,paid_search,PT
cust_001356,2026-06-22,affiliate,BR
cust_001357,2026-05-16,affiliate,ES
cust_001358,2026-06-13,organic,PT
cust_001359,2026-04-25,paid_search,US
cust_001360,2026-03-27,organic,BR
cust_001361,2026-03-11,affiliate,DE
cust_001362,2026-06-20,social,ES
cust_001363,2026-01-26,paid_search,PT
cust_001364,2026-06-22,paid_search,BR
cust_001365,2026-02-20,affiliate,BR
cust_001366,2026-06-18,affiliate,DE
cust_001367,2026-04-22,affiliate,BR
cust_001368,2026-05-11,social,PT
cust_001369,2026-05-14,affiliate,BR
cust_001370,2026-05-09,affiliate,PT
cust_001371,2026-05-09,affiliate,BR
cust_001372,2026-06-12,social,DE
cust_001373,2026-04-30,organic,US
cust_001374,2026-01-31,paid_search,PT
cust_001375,2026-04-07,social,BR
cust_001376,2026-04-06,organic,BR
cust_001377,2026-02-24,organic,BR
cust_001378,2026-05-05,paid_search,DE
cust_001379,2026-01-16,paid_search,DE
cust_001380,2026-03-29,organic,PT
cust_001381,2026-03-03,organic,PT
cust_001382,2026-05-07,organic,PT
cust_001383,2026-01-07,paid_search,BR
cust_001384,2026-01-18,affiliate,ES
cust_001385,2026-05-04,organic,PT
cust_001386,2026-02-10,affiliate,PT
cust_001387,2026-03-08,paid_search,BR
cust_001388,2026-02-13,social,BR
cust_001389,2026-05-30,affiliate,PT
cust_001390,2026-05-08,paid_search,PT
cust_001391,2026-01-19,affiliate,BR
cust_001392,2026-03-08,paid_search,US
cust_001393,2026-06-05,organic,PT
cust_001394,2026-05-17,organic,DE
cust_001395,2026-04-06,organic,US
cust_001396,2026-05-21,paid_search,BR
cust_001397,2026-02-08,organic,ES
cust_001398,2026-03-18,organic,DE
cust_001399,2026-02-07,affiliate,BR
cust_001400,2026-03-22,organic,US
cust_001401,2026-05-11,paid_search,DE
cust_001402,2026-03-29,paid_search,US
cust_001403,2026-04-08,organic,PT
cust_001404,2026-04-13,affiliate,US
cust_001405,2026-03-26,social,PT
cust_001406,2026-04-09,affiliate,ES
cust_001407,2026-05-15,paid_search,US
cust_001408,2026-01-25,organic,US
cust_001409,2026-04-28,social,PT
cust_001410,2026-03-16,paid_search,US
cust_001411,2026-05-15,affiliate,BR
cust_001412,2026-03-08,referral,PT
cust_001413,2026-01-26,organic,US
cust_001414,2026-06-22,affiliate,BR
cust_001415,2026-05-17,paid_search,BR
cust_001416,2026-05-24,referral,US
cust_001417,2026-02-09,organic,US
cust_001418,2026-05-14,organic,US
cust_001419,2026-05-18,affiliate,ES
cust_001420,2026-04-08,paid_search,US
cust_001421,2026-05-18,organic,BR
cust_001422,2026-04-04,paid_search,ES
cust_001423,2026-05-18,paid_search,US
cust_001424,2026-06-13,paid_search,DE
cust_001425,2026-03-24,social,PT
cust_001426,2026-01-05,paid_search,BR
